,,,,,,,,,,,,,,,,,,,,,,,,,,
数据导出日期为2023-02-02，点击企业名称可查看最新数据。更多企业信息请访问：aiqicha.baidu.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
企业名称,经营状态,法定代表人,注册资本,实缴资本,成立日期,核准日期,营业期限,所属省份,所属城市,所属区县,电话,更多电话,邮箱,更多邮箱,统一社会信用代码,纳税人识别号,工商注册号,组织机构代码,参保人数,企业类型,所属行业,曾用名,注册地址,最新年报地址,网址,经营范围
深圳市深汕特别合作区志力装修工程有限公司,开业,吕若军,200万(元),-,2020-04-24,2021-07-12,2020-04-24 至 9999-12-31,广东省,深圳市,龙岗区,13612805554,-,13352866022@wo.com.cn,861786424@qq.com,91440300MA5G5JL2X0,91440300MA5G5JL2X0,440300210015445,MA5G5JL2-X,0人,有限责任公司,土木工程建筑业,-,深圳市深汕特别合作区鹅埠镇上街村联塘小区假发厂前3楼306室,深圳市深汕特别合作区鹅埠镇上街村联塘小区假发厂前3楼306室,-,一般经营项目是：不锈钢装饰工程、钢结构工程、玻璃幕墙工程、铝单板工程的设计、咨询；门窗的设计；机械设备、建材、金属门窗、不锈钢门窗、铝合窗、安防产品、防盗门、木门、装饰材料的购销；机械设备租赁；国内贸易。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：建筑装修装饰工程、消防设施工程、市政公用工程、钢结构工程、园林绿化工程、地基与基础工程、城市及道路照片工程、管道工程、防水防腐保温工程、电力工程、建筑工程、公路工程、公路交通工程、公路路面工程、河湖整治工程、环保工程、环境清洁服务、机电工程、建筑机电安装工程、建筑幕墙工程、模板脚手架工程、水利水电工程、通信工程、安防监控工程、广告工程、雨棚工程、门窗工程、办公耗材、预拌混凝土工程的施工；不锈钢装饰工程、钢结构工程、玻璃幕墙工程、铝单板工程的施工；门窗的安装施工。
深圳市六号房屋装修有限公司,开业,庄炜波,100万(元),-,2020-08-14,2021-05-06,-,广东省,深圳市,龙华区,13714218920,-,-,-,91440300MA5GBJPU75,91440300MA5GBJPU75,440300211163814,MA5GBJPU-7,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙华区龙华街道玉翠社区玉翠新村一区112号玉翠新村一区112-2,深圳市龙华区龙华街道玉翠社区玉翠新村一区112号玉翠新村一区112-2,-,一般经营项目是：建筑工程的设计与施工、室内外装修装饰工程、建筑幕墙工程设计与施工、水电安装工程、防水补漏工程的设计与施工；建筑装修装饰材料的批发与销售。（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营），许可经营项目是：无
深圳市采亿建筑装修设计有限公司,开业,徐勇明,50万(元),-,2020-01-14,2020-07-06,-,广东省,深圳市,龙岗区,0755-89672065,"18620312286,15814634403",2213903290@qq.com,-,91440300MA5G1XTA27,91440300MA5G1XTA27,440300209297657,MA5G1XTA-2,0人,有限责任公司(自然人独资),建筑安装业,-,深圳市龙岗区布吉街道布吉社区莲花南巷3号B座102,深圳市龙岗区布吉街道布吉社区莲花南巷3号B座102,-,一般经营项目是：通信工程、电力工程、安防监控工程、强弱电工程、无线覆盖工程、管道工程、钢结构件安装工程、电子与智能化工程、网络工程的设计与施工；通信产品、电子产品的技术开发与销售；计算机与网络系统集成服务；施工劳务；电子与智能化工程；输变电工程；建筑装饰装修工程；通信设备材料、电工器材、电力设备、电线电缆、建筑材料的销售；通信光纤纤芯租赁；国内贸易；经营进出口业务。，许可经营项目是：
深圳市大成美艺装修装饰工程有限公司,开业,王钊,50万(元),-,2021-08-24,2021-08-24,-,广东省,深圳市,龙华区,15244684934,-,15244684934@139.com,-,91440300MA5GY98L3E,91440300MA5GY98L3E,440300214673131,MA5GY98L-3,0人,有限责任公司,专业技术服务业,-,深圳市龙华区龙华街道富康社区东环二路61号颖博办公楼2层N346,深圳市龙华区龙华街道富康社区东环二路61号颖博办公楼2层N346,-,一般经营项目是：住宅水电安装维护服务；工程管理服务；专业设计服务；园林绿化工程施工；土石方工程施工；金属门窗工程施工；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；建筑工程机械与设备租赁；工程技术服务（规划管理、勘察、设计、监理除外）；装卸搬运；环境卫生公共设施安装服务；承接总公司工程建设业务；工业工程设计服务；普通机械设备安装服务；体育场地设施工程施工；电气设备修理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：工程造价咨询业务；对外承包工程；施工专业作业；建设工程施工；住宅室内装饰装修；建设工程设计；水利工程建设监理；建设工程监理；电气安装服务；建筑智能化系统设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市伟卓建装修建筑工程有限公司,开业,黄伟文,100万(元),-,2021-05-26,2021-05-26,-,广东省,深圳市,龙岗区,13480191663,-,13480191663@qq.com,-,91440300MA5GT5467R,91440300MA5GT5467R,440300213883899,MA5GT546-7,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙岗街道南联社区碧新路(龙岗段)2041号办公楼501,深圳市龙岗区龙岗街道南联社区碧新路（龙岗段）2041号办公楼501,-,一般经营项目是：市政设施管理；园林绿化工程施工；金属门窗工程施工。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：各类工程建设活动；住宅室内装饰装修；建设工程设计；消防设施工程施工；电气安装服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市益友装修安装工程有限公司,开业,董海英,50万(元),-,2021-02-25,2021-02-25,-,广东省,深圳市,盐田区,18929356901,-,851847138@qq.com,-,91440300MA5GM12T33,91440300MA5GM12T33,440300212964064,MA5GM12T-3,-,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市盐田区沙头角街道东和社区官下路2号诗宁里3栋1单元501,深圳市盐田区沙头角街道东和社区官下路2号诗宁里3栋1单元501,-,一般经营项目是：房屋的装饰、装修与设计；水电工程施工；防水工程施工；房屋翻新工程施工；外墙翻新工程施工；外墙清洗服务；消杀四害服务；白蚁防治服务；园林绿化的设计与施工；花卉的租售；化粪池清理服务；房屋本体及其附属设备设施的维修与保养服务；空调安装与维修服务；家用电器清洗服务。，许可经营项目是：无
深圳市美墅美誉装饰装修工程有限公司,开业,胡建彬,100万(元),-,2021-01-05,2022-07-27,2021-01-05 至 9999-12-31,广东省,深圳市,龙华区,-,-,3230527680@qq.com,-,91440300MA5GK7FX4Y,91440300MA5GK7FX4Y,440300212578593,MA5GK7FX-4,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙华区龙华街道清湖社区清华路西南侧胜立工业园A栋311F2,深圳市福田区园岭街道上林社区八卦三路八卦岭宿舍区44栋、45栋、46栋、47栋、48栋、49栋44栋409,-,一般经营项目是：建筑装修装饰工程专业承包；建筑工程施工总承包；建筑劳务分包；装修装饰工程；建筑材料（不含河砂和实心粘土砖）、装饰材料、家具的销售；室内外装饰装修工程设计、技术咨询、技术服务；园林绿化工程施工；园林景观设计。，许可经营项目是：无
深圳市老匠人装修装饰有限公司,开业,林生华,100万(元),-,2020-07-22,2021-04-12,-,广东省,深圳市,福田区,13530289406,-,2060283790@qq.com,13530289406@139.com,91440300MA5GACX67E,91440300MA5GACX67E,440300210925804,MA5GACX6-7,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市福田区香蜜湖街道香岭社区紫竹六道78号竹盛花园12栋806,深圳市福田区香蜜湖街道香岭社区紫竹六道78号竹盛花园12栋806,-,一般经营项目是：装修装饰设计及工程、防水工程，家装设计；效果图设计及制作；机械租赁；建材、建筑材料、装修材料、五金制品、电线电缆、清洁用品的销售；公共场所清扫保洁；化粪池清理；管道疏通；清洁服务；国内贸易。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：从事城市生活垃圾经营性清扫、搜集、运输服务；建筑垃圾的清理、运输、收集、分类及处理。
深圳市建鑫装修防水建材有限公司,开业,温建鑫,100万(元),-,2020-08-14,2020-08-14,-,广东省,深圳市,坪山区,13923479728,-,13923479728@136.com,1048031442@qq.com,91440300MA5GBKWD54,91440300MA5GBKWD54,440300211170222,MA5GBKWD-5,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市坪山区马峦街道坪环社区牛角龙新区12号101,深圳市坪山区马峦街道坪环社区牛角龙新区12号101,-,一般经营项目是：建筑材料经营销售；装饰装修施工；防水堵漏修补工程施工；建筑劳务；承接建筑防水工程；建筑防腐防锈工程、保温隔热工程的施工；防水材料、装饰材料、防火板、五金、橡胶制品、石油沥青、涂料原料（以上项目不含危险化学品）的销售。建筑幕墙工程、建筑智能化工程、照明工程、消防设施工程的设计、施工；园林雕塑设计；机电设备的上门安装；家私、空调设备、不锈钢制品、展览展柜的设计与上门安装；展览展示策划。国内贸易，货物及技术进出口。，许可经营项目是：无
深圳市乔明雅装饰装修工程有限公司,开业,张明阳,50万(元),-,2020-10-13,2020-10-13,-,广东省,深圳市,龙岗区,18665932015,-,373653924@qq.com,-,91440300MA5GE7508X,91440300MA5GE7508X,440300211630380,MA5GE750-8,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区布吉街道龙珠社区京南路20号龙珠花园B区6栋8D,深圳市龙岗区布吉街道龙珠社区京南路20号龙珠花园B区6栋8D,-,一般经营项目是：建筑工程的设计与施工；装修装饰工程；房屋建筑工程施工总承包，市政公用工程施工总承包，公路工程施工总承包，水利水电工程施工总承包，地基与基础工程设计与施工，建筑幕墙工程设计与施工，地质灾害工程专业承包，结构补强工程专业承包，城市及道路照明工程专业承包，预应力工程承包，建筑劳务分包，园林绿化；钢结构工程；土石方工程专业承包，水电安装工程；机电安装工程；给排水工程；环保工程；建筑装饰材料的购销；建筑运输机械租售；园林绿化养护管理工程；港口和航道工程；电力工程施工总承包；通信工程施工；电子与智能化工程；消防设施工程；防水防腐保温工程；桥梁工程；隧道工程；模板脚手架工程；古建筑工程；公路交通工程、公路工程、机电工程的施工。，许可经营项目是：起重设备安装工程。
深圳博丰达装修装饰材料有限公司,开业,彭丽萍,50万(元),-,2020-03-23,2020-03-23,-,广东省,深圳市,罗湖区,13823197105,-,634350941@qq.com,-,91440300MA5G3NTG5K,91440300MA5G3NTG5K,440300209676498,MA5G3NTG-5,0人,有限责任公司,批发业,-,深圳市罗湖区黄贝街道黄贝岭社区深南东路1002号黄贝岭上村46栋101,深圳市罗湖区黄贝街道黄贝岭社区深南东路1002号黄贝岭上村46栋101,-,一般经营项目是：装修装饰工程的施工与设计；建筑材料、五金交电、装饰材料、交电设备、电线电缆、防水油漆材料、金属制品的销售、技术开发及相关技术咨询；钢材销售；机械设备的上门安装与租赁（不含融资租赁、金融租赁业务）；国内贸易。（企业经营涉及前置性行政许可的，须取得前置性行政许可文件后方可经营），许可经营项目是：建筑材料、五金交电、装饰材料、交电设备、电线电缆、防水油漆材料、金属制品的生产。
深圳市恒荣装修设备租赁有限公司,开业,杨桂红,40万(元),-,2020-09-18,2020-09-18,-,广东省,深圳市,光明区,13240553501,-,13240553501@qq.com,-,91440300MA5GDA3U3W,91440300MA5GDA3U3W,440300211469316,MA5GDA3U-3,0人,有限责任公司,租赁业,-,深圳市光明区光明街道东周社区双明大道315号易方大厦1404,深圳市光明区光明街道东周社区双明大道315号易方大厦1404,-,一般经营项目是：装修机械设备的租赁；装修周转材料的租赁；装修机械设备和材料的销售。(以上不含限制项目)。，许可经营项目是：无
深圳市新创建筑工程装修有限公司,开业,邓新祥,200万(元),100万(元),2020-03-04,2021-11-23,-,广东省,深圳市,龙岗区,13692259362,-,13692259362@136.com,-,91440300MA5G2UFL06,91440300MA5G2UFL06,440300209501978,MA5G2UFL-0,0人,有限责任公司(自然人独资),建筑安装业,-,深圳市龙岗区坪地街道坪东社区祈福巷8号101,深圳市龙岗区坪地街道坪东社区祈福巷8号101,-,一般经营项目是：装修装饰工程的设计与施工；建筑幕墙工程的设计与施工；消防工程的设计与施工、机电设备安装工程的设计与施工；钢结构工程的设计与施工；建筑智能化工程的设计与施工；安全技术防范系统工程的设计、施工与上门维修；园林绿化工程的设计与施工；铝合金门窗工程、玻璃幕墙工程、建筑装饰工程、金属屋面的工程设计与施工、不锈钢产品的设计与上门安装；LED灯饰的销售及安装；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）城市及道路照明工程设计、施工、相关设施上门安装；市政道路工程；公路工程；砂、石工程承包。，许可经营项目是：地基与基础工程专业承包壹级；普通货运。
